node_id,timestamp_ms,conductividad,temp_agua,temp_ambiente,humedad,nivel_agua_cm,alerta,tipo_emergencia
nodo_chancay_01,717660000,360.6,15.5,19.7,73.9,122.3,false,0
nodo_chancay_01,717720000,342.0,15.5,20.2,71.5,120.8,false,0
nodo_chancay_01,717780000,345.1,15.3,20.1,77.9,120.0,false,0
nodo_chancay_01,717840000,347.6,15.8,20.0,71.2,117.2,false,0
nodo_chancay_01,717900000,360.7,15.5,20.7,76.5,122.5,false,0
nodo_chancay_01,717960000,361.2,15.6,20.6,78.0,124.4,false,0
nodo_chancay_01,718020000,383.2,15.5,20.2,75.8,122.7,false,0
nodo_chancay_01,718080000,365.8,15.6,20.6,75.0,121.9,false,0
nodo_chancay_01,718140000,319.4,15.5,19.8,73.8,123.0,false,0
nodo_chancay_01,718200000,363.9,15.6,20.2,74.6,120.2,false,0
nodo_chancay_01,718260000,338.2,15.5,19.4,71.0,114.0,false,0
nodo_chancay_01,718320000,345.5,15.7,20.5,75.5,123.4,false,0
nodo_chancay_01,718380000,347.8,15.1,20.1,78.2,116.9,false,0
nodo_chancay_01,718440000,350.0,15.1,20.4,72.4,120.1,false,0
nodo_chancay_01,718500000,339.4,15.8,20.9,75.1,125.4,false,0
nodo_chancay_01,718560000,363.1,15.5,20.2,74.7,119.9,false,0
nodo_chancay_01,718620000,338.8,15.3,21.0,75.9,124.9,false,0
nodo_chancay_01,718680000,365.4,15.1,20.2,73.4,120.5,false,0
nodo_chancay_01,718740000,393.6,15.4,20.6,70.5,117.5,false,0
nodo_chancay_01,718800000,340.1,15.8,20.5,71.6,119.8,false,0
nodo_chancay_01,718860000,355.7,15.6,20.9,68.0,118.4,false,0
nodo_chancay_01,718920000,322.1,15.5,20.6,77.3,123.3,false,0
nodo_chancay_01,718980000,355.5,15.4,20.2,76.2,119.5,false,0
nodo_chancay_01,719040000,369.6,15.7,21.3,75.0,122.2,false,0
nodo_chancay_01,719100000,370.8,15.8,21.4,72.9,121.2,false,0
nodo_chancay_01,719160000,361.2,15.5,20.2,74.5,114.5,false,0
nodo_chancay_01,719220000,373.3,16.0,21.0,74.9,117.8,false,0
nodo_chancay_01,719280000,398.2,15.5,20.7,73.4,120.1,false,0
nodo_chancay_01,719340000,385.7,15.6,20.5,73.6,118.9,false,0
nodo_chancay_01,719400000,352.2,16.0,20.3,78.9,120.5,false,0
nodo_chancay_01,719460000,338.2,15.7,21.2,71.2,121.7,false,0
nodo_chancay_01,719520000,353.9,15.6,21.2,78.0,123.2,false,0
nodo_chancay_01,719580000,345.8,15.8,21.1,70.2,121.0,false,0
nodo_chancay_01,719640000,366.8,15.7,21.2,79.8,120.4,false,0
nodo_chancay_01,719700000,342.3,15.9,20.3,67.8,121.8,false,0
nodo_chancay_01,719760000,358.9,15.5,20.9,76.4,118.2,false,0
nodo_chancay_01,719820000,372.6,15.7,20.7,73.0,120.7,false,0
nodo_chancay_01,719880000,358.5,15.4,21.3,74.5,121.3,false,0
nodo_chancay_01,719940000,345.8,15.8,20.7,74.6,120.3,false,0
nodo_chancay_01,720000000,377.6,15.7,21.8,76.8,119.9,false,0
nodo_chancay_01,720060000,331.8,15.7,21.2,69.1,122.1,false,0
nodo_chancay_01,720120000,355.1,15.8,21.6,74.9,117.0,false,0
nodo_chancay_01,720180000,359.4,15.8,20.5,75.6,117.5,false,0
nodo_chancay_01,720240000,360.2,15.9,20.9,73.0,119.4,false,0
nodo_chancay_01,720300000,362.7,15.7,20.3,74.7,123.2,false,0
nodo_chancay_01,720360000,369.2,15.7,20.9,73.0,115.7,false,0
nodo_chancay_01,720420000,359.5,16.1,21.6,76.7,123.0,false,0
nodo_chancay_01,720480000,354.5,16.0,21.3,76.1,124.2,false,0
nodo_chancay_01,720540000,353.9,15.6,21.8,75.7,120.6,false,0
nodo_chancay_01,720600000,350.8,16.0,21.7,77.0,116.9,false,0
nodo_chancay_01,720660000,371.8,15.9,21.8,78.7,115.0,false,0
nodo_chancay_01,720720000,350.3,16.2,21.0,72.0,126.3,false,0
nodo_chancay_01,720780000,372.7,15.6,20.7,81.7,116.4,false,0
nodo_chancay_01,720840000,360.3,15.9,21.0,76.2,118.5,false,0
nodo_chancay_01,720900000,352.2,15.9,20.6,73.5,114.5,false,0
nodo_chancay_01,720960000,369.3,16.3,21.0,81.9,113.8,false,0
nodo_chancay_01,721020000,349.1,15.9,20.6,73.8,122.0,false,0
nodo_chancay_01,721080000,369.6,15.9,21.2,71.4,118.2,false,0
nodo_chancay_01,721140000,363.2,16.1,21.7,73.5,122.6,false,0
nodo_chancay_01,721200000,351.1,16.2,22.4,73.3,119.0,false,0
nodo_chancay_01,721260000,367.9,15.7,21.5,78.3,123.7,false,0
nodo_chancay_01,721320000,368.2,15.8,21.9,74.7,119.0,false,0
nodo_chancay_01,721380000,377.4,15.9,22.3,75.3,122.9,false,0
nodo_chancay_01,721440000,374.5,16.1,21.9,75.2,117.0,false,0
nodo_chancay_01,721500000,367.4,15.6,21.7,78.5,117.6,false,0
nodo_chancay_01,721560000,343.1,15.8,21.2,74.0,117.1,false,0
nodo_chancay_01,721620000,396.7,16.3,21.5,74.4,118.1,false,0
nodo_chancay_01,721680000,338.9,15.7,22.1,72.9,115.1,false,0
nodo_chancay_01,721740000,374.2,15.7,21.7,73.7,117.0,false,0
nodo_chancay_01,721800000,366.5,16.0,21.4,76.6,117.1,false,0
nodo_chancay_01,721860000,342.4,15.8,21.1,77.2,125.8,false,0
nodo_chancay_01,721920000,358.1,16.1,21.7,80.1,119.6,false,0
nodo_chancay_01,721980000,358.8,16.4,21.4,74.7,118.8,false,0
nodo_chancay_01,722040000,379.6,16.0,22.2,74.2,122.2,false,0
nodo_chancay_01,722100000,349.3,16.3,21.2,76.2,118.6,false,0
nodo_chancay_01,722160000,356.1,15.7,22.4,73.6,120.9,false,0
nodo_chancay_01,722220000,325.0,16.1,21.5,73.1,122.0,false,0
nodo_chancay_01,722280000,386.0,15.7,22.0,76.0,121.8,false,0
nodo_chancay_01,722340000,343.9,15.9,21.6,73.8,119.9,false,0
nodo_chancay_01,722400000,364.9,16.2,21.7,74.1,120.3,false,0
nodo_chancay_01,722460000,358.5,15.8,20.9,76.8,121.1,false,0
nodo_chancay_01,722520000,358.5,16.3,22.2,75.9,121.6,false,0
nodo_chancay_01,722580000,372.1,16.1,21.6,81.0,121.0,false,0
nodo_chancay_01,722640000,385.1,15.7,22.2,77.8,120.5,false,0
nodo_chancay_01,722700000,363.8,16.3,21.9,72.7,117.2,false,0
nodo_chancay_01,722760000,369.8,15.9,21.9,73.8,121.7,false,0
nodo_chancay_01,722820000,364.9,16.0,21.0,70.9,116.4,false,0
nodo_chancay_01,722880000,375.3,16.0,23.0,72.1,120.1,false,0
nodo_chancay_01,722940000,353.1,15.6,21.7,78.8,120.4,false,0
nodo_chancay_01,723000000,376.1,16.0,22.7,74.2,115.6,false,0
nodo_chancay_01,723060000,376.7,16.1,22.9,70.8,117.8,false,0
nodo_chancay_01,723120000,376.2,15.8,21.9,69.2,123.8,false,0
nodo_chancay_01,723180000,350.1,16.0,21.8,70.6,117.5,false,0
nodo_chancay_01,723240000,357.5,16.2,22.2,72.6,121.7,false,0
nodo_chancay_01,723300000,363.6,16.1,22.2,75.0,116.4,false,0
nodo_chancay_01,723360000,339.4,16.0,21.6,73.8,115.8,false,0
nodo_chancay_01,723420000,383.9,16.4,21.8,77.1,122.2,false,0
nodo_chancay_01,723480000,359.8,16.6,22.7,72.2,123.3,false,0
nodo_chancay_01,723540000,364.3,16.2,22.1,78.7,120.0,false,0
nodo_chancay_01,723600000,351.3,16.2,22.6,74.6,121.2,false,0
nodo_chancay_01,723660000,340.1,16.1,22.4,76.4,124.0,false,0
nodo_chancay_01,723720000,350.9,16.1,22.5,73.4,119.4,false,0
nodo_chancay_01,723780000,363.3,16.2,22.2,78.1,120.2,false,0
nodo_chancay_01,723840000,370.1,16.1,22.8,71.0,119.3,false,0
nodo_chancay_01,723900000,362.4,16.0,22.3,71.3,117.8,false,0
nodo_chancay_01,723960000,365.2,16.2,22.2,72.1,115.5,false,0
nodo_chancay_01,724020000,354.9,16.0,22.3,78.5,117.4,false,0
nodo_chancay_01,724080000,367.4,16.1,22.1,74.3,123.5,false,0
nodo_chancay_01,724140000,382.2,16.0,22.8,72.2,124.9,false,0
nodo_chancay_01,724200000,370.6,16.3,21.9,74.4,116.8,false,0
nodo_chancay_01,724260000,372.1,16.5,22.5,75.5,122.2,false,0
nodo_chancay_01,724320000,364.4,16.3,22.7,71.8,119.3,false,0
nodo_chancay_01,724380000,337.5,16.1,23.4,75.5,124.6,false,0
nodo_chancay_01,724440000,344.3,16.1,23.3,74.6,119.9,false,0
nodo_chancay_01,724500000,366.8,16.0,22.8,73.5,118.0,false,0
nodo_chancay_01,724560000,359.8,16.1,22.6,71.2,120.6,false,0
nodo_chancay_01,724620000,366.6,16.2,22.3,77.7,115.5,false,0
nodo_chancay_01,724680000,385.1,16.6,22.2,73.6,120.4,false,0
nodo_chancay_01,724740000,370.9,16.2,22.3,66.2,119.1,false,0
nodo_chancay_01,724800000,378.9,16.2,23.0,76.1,119.1,false,0
nodo_chancay_01,724860000,361.4,16.1,22.5,76.1,118.1,false,0
nodo_chancay_01,724920000,347.9,16.5,23.3,77.8,117.6,false,0
nodo_chancay_01,724980000,359.1,16.3,22.8,76.2,120.9,false,0
nodo_chancay_01,725040000,347.9,16.1,22.6,75.4,120.2,false,0
nodo_chancay_01,725100000,383.4,16.4,22.1,73.5,119.4,false,0
nodo_chancay_01,725160000,371.9,16.3,22.4,73.5,121.1,false,0
nodo_chancay_01,725220000,367.8,16.6,22.2,77.0,119.7,false,0
nodo_chancay_01,725280000,378.5,16.3,22.5,74.5,119.3,false,0
nodo_chancay_01,725340000,329.7,16.5,23.1,70.7,117.9,false,0
nodo_chancay_01,725400000,368.8,16.4,22.9,74.0,123.2,false,0
nodo_chancay_01,725460000,340.3,16.1,22.7,74.8,126.8,false,0
nodo_chancay_01,725520000,359.9,16.1,23.4,69.0,112.8,false,0
nodo_chancay_01,725580000,355.3,16.2,22.8,77.2,119.3,false,0
nodo_chancay_01,725640000,369.9,16.6,23.4,75.0,119.5,false,0
nodo_chancay_01,725700000,363.4,16.5,23.5,70.9,120.5,false,0
nodo_chancay_01,725760000,380.2,16.2,22.7,74.1,128.3,false,0
nodo_chancay_01,725820000,351.0,16.1,22.8,74.7,120.2,false,0
nodo_chancay_01,725880000,370.6,16.4,23.9,77.8,119.0,false,0
nodo_chancay_01,725940000,362.4,16.5,23.5,77.8,121.8,false,0
nodo_chancay_01,726000000,335.5,16.4,23.0,78.2,122.5,false,0
nodo_chancay_01,726060000,346.2,16.3,23.5,76.1,118.2,false,0
nodo_chancay_01,726120000,357.8,16.3,22.7,73.0,119.7,false,0
nodo_chancay_01,726180000,376.7,16.1,22.7,72.3,119.9,false,0
nodo_chancay_01,726240000,367.0,16.4,22.7,72.9,124.8,false,0
nodo_chancay_01,726300000,342.5,16.1,23.4,74.8,120.4,false,0
nodo_chancay_01,726360000,357.9,16.2,23.7,74.9,121.4,false,0
nodo_chancay_01,726420000,390.3,16.4,23.1,78.1,118.2,false,0
nodo_chancay_01,726480000,361.7,16.6,23.8,74.2,121.4,false,0
nodo_chancay_01,726540000,355.1,16.5,23.2,68.9,119.6,false,0
nodo_chancay_01,726600000,367.4,16.3,22.9,71.4,119.2,false,0
nodo_chancay_01,726660000,371.5,16.4,23.6,72.1,118.3,false,0
nodo_chancay_01,726720000,353.2,16.6,22.4,72.1,120.6,false,0
nodo_chancay_01,726780000,367.5,16.7,23.9,66.6,119.5,false,0
nodo_chancay_01,726840000,355.1,16.4,23.2,79.7,117.1,false,0
nodo_chancay_01,726900000,370.8,16.4,23.6,68.5,117.3,false,0
nodo_chancay_01,726960000,362.5,16.5,23.8,73.3,120.6,false,0
nodo_chancay_01,727020000,367.2,16.5,22.8,77.0,120.3,false,0
nodo_chancay_01,727080000,348.6,16.9,24.0,76.8,121.9,false,0
nodo_chancay_01,727140000,347.7,16.3,23.4,70.6,120.4,false,0
nodo_chancay_01,727200000,374.2,16.5,23.9,78.6,116.7,false,0
nodo_chancay_01,727260000,358.8,16.7,24.0,78.2,121.7,false,0
nodo_chancay_01,727320000,364.3,16.2,23.4,74.5,117.4,false,0
nodo_chancay_01,727380000,355.4,16.8,23.9,75.1,123.1,false,0
nodo_chancay_01,727440000,373.5,16.2,24.3,72.3,122.9,false,0
nodo_chancay_01,727500000,350.9,16.0,23.3,75.8,118.2,false,0
nodo_chancay_01,727560000,358.0,16.7,24.1,75.7,117.5,false,0
nodo_chancay_01,727620000,371.8,16.5,24.1,73.5,116.4,false,0
nodo_chancay_01,727680000,377.6,16.5,24.1,76.9,116.1,false,0
nodo_chancay_01,727740000,352.1,16.6,23.3,76.0,124.9,false,0
nodo_chancay_01,727800000,389.4,16.6,23.8,84.6,117.6,false,0
nodo_chancay_01,727860000,364.7,16.2,25.5,72.3,118.8,false,0
nodo_chancay_01,727920000,344.4,16.6,24.1,79.0,127.4,false,0
nodo_chancay_01,727980000,365.5,16.7,23.3,72.4,123.5,false,0
nodo_chancay_01,728040000,354.3,16.8,23.9,76.6,123.1,false,0
nodo_chancay_01,728100000,366.5,16.6,23.0,67.2,122.0,false,0
nodo_chancay_01,728160000,359.4,16.6,24.1,73.5,123.1,false,0
nodo_chancay_01,728220000,361.1,16.6,24.4,76.4,112.9,false,0
nodo_chancay_01,728280000,346.3,16.5,24.0,75.7,119.6,false,0
nodo_chancay_01,728340000,374.9,16.5,23.2,69.0,117.9,false,0
nodo_chancay_01,728400000,342.7,16.5,23.7,73.8,115.3,false,0
nodo_chancay_01,728460000,343.4,17.0,23.8,79.4,115.6,false,0
nodo_chancay_01,728520000,365.5,16.1,24.1,78.1,119.5,false,0
nodo_chancay_01,728580000,384.0,16.7,23.6,77.9,115.8,false,0
nodo_chancay_01,728640000,354.7,16.6,23.3,82.1,119.3,false,0
nodo_chancay_01,728700000,370.5,16.8,23.9,69.8,118.6,false,0
nodo_chancay_01,728760000,376.1,16.8,23.9,73.8,124.9,false,0
nodo_chancay_01,728820000,372.2,16.6,23.7,75.1,121.9,false,0
nodo_chancay_01,728880000,355.3,16.6,23.6,72.8,122.6,false,0
nodo_chancay_01,728940000,343.6,17.1,23.4,75.4,116.7,false,0
nodo_chancay_01,729000000,326.9,16.7,23.8,78.9,123.8,false,0
nodo_chancay_01,729060000,356.1,16.6,24.4,75.3,121.8,false,0
nodo_chancay_01,729120000,377.7,16.5,25.0,68.4,119.7,false,0
nodo_chancay_01,729180000,343.1,16.7,24.6,77.0,115.7,false,0
nodo_chancay_01,729240000,370.5,16.4,24.4,75.0,121.2,false,0
nodo_chancay_01,729300000,345.7,16.7,23.9,68.5,119.1,false,0
nodo_chancay_01,729360000,361.6,16.5,24.3,73.2,118.0,false,0
nodo_chancay_01,729420000,370.6,16.2,24.6,69.8,120.7,false,0
nodo_chancay_01,729480000,350.1,16.8,24.3,74.1,118.9,false,0
nodo_chancay_01,729540000,362.6,16.2,24.6,73.5,119.7,false,0
nodo_chancay_01,729600000,353.8,16.6,24.5,70.4,116.3,false,0
nodo_chancay_01,729660000,370.6,16.9,25.3,75.8,115.3,false,0
nodo_chancay_01,729720000,363.5,16.9,24.7,71.8,124.4,false,0
nodo_chancay_01,729780000,360.8,16.8,23.4,79.0,116.4,false,0
nodo_chancay_01,729840000,383.4,16.5,23.8,75.5,116.5,false,0
nodo_chancay_01,729900000,369.9,16.5,24.3,74.2,118.2,false,0
nodo_chancay_01,729960000,349.6,16.9,25.0,78.8,122.5,false,0
nodo_chancay_01,730020000,358.7,16.7,24.1,75.8,118.0,false,0
nodo_chancay_01,730080000,358.9,16.9,24.2,76.0,119.5,false,0
nodo_chancay_01,730140000,361.2,16.8,24.0,74.8,117.3,false,0
nodo_chancay_01,730200000,397.9,16.5,24.3,74.1,123.4,false,0
nodo_chancay_01,730260000,365.6,16.5,24.9,76.2,113.7,false,0
nodo_chancay_01,730320000,329.5,17.4,23.5,79.6,120.7,false,0
nodo_chancay_01,730380000,351.9,17.0,24.3,64.7,125.8,false,0
nodo_chancay_01,730440000,331.0,17.0,23.9,80.6,119.2,false,0
nodo_chancay_01,730500000,355.1,16.8,24.8,72.0,117.2,false,0
nodo_chancay_01,730560000,330.2,16.7,24.6,75.6,113.5,false,0
nodo_chancay_01,730620000,346.9,16.5,24.2,69.8,121.1,false,0
nodo_chancay_01,730680000,337.2,17.1,25.2,79.5,122.8,false,0
nodo_chancay_01,730740000,365.8,16.8,24.5,70.9,123.4,false,0
nodo_chancay_01,730800000,360.0,16.8,24.9,78.4,124.4,false,0
nodo_chancay_01,730860000,364.5,16.9,25.1,74.3,122.3,false,0
nodo_chancay_01,730920000,358.4,16.8,24.5,74.5,115.1,false,0
nodo_chancay_01,730980000,339.1,16.7,24.4,71.2,123.6,false,0
nodo_chancay_01,731040000,367.7,16.9,24.4,78.7,117.5,false,0
nodo_chancay_01,731100000,388.8,16.6,24.6,74.6,118.8,false,0
nodo_chancay_01,731160000,366.1,17.0,24.6,77.2,122.2,false,0
nodo_chancay_01,731220000,353.6,16.8,25.4,68.8,121.0,false,0
nodo_chancay_01,731280000,338.6,16.8,25.1,72.3,117.4,false,0
nodo_chancay_01,731340000,346.4,17.1,24.3,75.8,121.1,false,0
nodo_chancay_01,731400000,366.8,17.0,25.5,70.3,111.8,false,0
nodo_chancay_01,731460000,376.1,17.0,25.0,76.1,122.6,false,0
nodo_chancay_01,731520000,363.9,17.0,24.4,73.0,118.6,false,0
nodo_chancay_01,731580000,372.0,17.0,24.8,72.7,125.9,false,0
nodo_chancay_01,731640000,370.6,17.0,24.8,76.5,119.0,false,0
nodo_chancay_01,731700000,367.6,17.2,24.9,75.5,123.7,false,0
nodo_chancay_01,731760000,350.1,17.0,24.5,71.6,122.7,false,0
nodo_chancay_01,731820000,362.6,17.1,25.0,78.4,122.4,false,0
nodo_chancay_01,731880000,347.3,17.3,25.4,76.5,122.4,false,0
nodo_chancay_01,731940000,360.3,17.0,25.2,69.0,121.5,false,0
nodo_chancay_01,732000000,365.0,17.2,24.1,74.1,121.9,false,0
nodo_chancay_01,732060000,385.2,16.9,24.6,76.1,122.2,false,0
nodo_chancay_01,732120000,340.4,17.2,24.9,74.7,119.2,false,0
nodo_chancay_01,732180000,367.2,16.7,24.9,65.0,118.1,false,0
nodo_chancay_01,732240000,382.2,17.1,25.5,75.2,118.5,false,0
nodo_chancay_01,732300000,371.4,17.2,25.5,77.3,119.1,false,0
nodo_chancay_01,732360000,372.5,17.0,24.5,74.8,120.6,false,0
nodo_chancay_01,732420000,368.8,17.2,24.7,75.2,122.3,false,0
nodo_chancay_01,732480000,379.5,16.9,25.3,78.1,120.2,false,0
nodo_chancay_01,732540000,343.7,16.9,25.6,70.2,122.9,false,0
nodo_chancay_01,732600000,339.2,17.1,25.3,77.2,120.0,false,0
nodo_chancay_01,732660000,359.9,17.0,25.2,76.0,126.5,false,0
nodo_chancay_01,732720000,327.6,17.3,24.9,70.1,120.2,false,0
nodo_chancay_01,732780000,378.5,17.0,25.6,77.1,119.8,false,0
nodo_chancay_01,732840000,378.3,17.5,24.4,80.4,118.0,false,0
nodo_chancay_01,732900000,353.5,16.9,24.4,76.0,123.4,false,0
nodo_chancay_01,732960000,354.4,16.8,25.8,76.7,123.2,false,0
nodo_chancay_01,733020000,358.9,16.9,25.0,71.8,124.8,false,0
nodo_chancay_01,733080000,360.8,17.2,24.9,73.1,123.9,false,0
nodo_chancay_01,733140000,361.9,17.2,25.6,71.9,120.1,false,0
nodo_chancay_01,733200000,368.4,17.2,25.2,76.2,116.5,false,0
nodo_chancay_01,733260000,357.4,17.1,25.1,73.4,120.6,false,0
nodo_chancay_01,733320000,374.1,16.6,25.0,73.3,123.1,false,0
nodo_chancay_01,733380000,366.7,17.1,25.3,77.1,119.8,false,0
nodo_chancay_01,733440000,350.9,17.1,25.4,80.0,118.7,false,0
nodo_chancay_01,733500000,380.0,17.3,25.1,74.7,119.1,false,0
nodo_chancay_01,733560000,339.6,17.2,25.3,70.3,123.8,false,0
nodo_chancay_01,733620000,358.6,17.3,25.1,75.1,118.9,false,0
nodo_chancay_01,733680000,374.5,16.8,24.6,75.6,122.1,false,0
nodo_chancay_01,733740000,349.2,17.1,24.6,77.5,122.7,false,0
nodo_chancay_01,733800000,364.6,17.1,25.4,74.0,121.8,false,0
nodo_chancay_01,733860000,368.2,17.2,25.1,77.6,118.1,false,0
nodo_chancay_01,733920000,347.1,17.3,25.5,77.2,119.2,false,0
nodo_chancay_01,733980000,358.9,17.0,24.8,74.1,115.2,false,0
nodo_chancay_01,734040000,357.7,17.2,25.8,77.5,118.9,false,0
nodo_chancay_01,734100000,351.7,17.2,25.2,77.8,114.8,false,0
nodo_chancay_01,734160000,394.5,17.0,25.4,71.7,123.1,false,0
nodo_chancay_01,734220000,348.6,16.9,25.8,77.9,116.2,false,0
nodo_chancay_01,734280000,375.1,17.4,25.2,74.6,116.8,false,0
nodo_chancay_01,734340000,354.1,17.4,25.6,74.3,119.1,false,0
nodo_chancay_01,734400000,343.7,17.2,25.5,74.7,118.4,false,0
nodo_chancay_01,734460000,361.5,17.4,25.4,78.7,125.8,false,0
nodo_chancay_01,734520000,369.7,17.7,25.7,78.7,123.5,false,0
nodo_chancay_01,734580000,373.8,17.2,25.2,76.4,119.3,false,0
nodo_chancay_01,734640000,383.4,17.1,25.8,75.8,124.7,false,0
nodo_chancay_01,734700000,404.2,17.3,26.3,74.7,121.3,false,0
nodo_chancay_01,734760000,363.8,17.4,25.8,83.1,119.9,false,0
nodo_chancay_01,734820000,350.1,17.3,25.5,72.9,117.3,false,0
nodo_chancay_01,734880000,366.8,17.2,25.1,73.7,118.2,false,0
nodo_chancay_01,734940000,356.0,17.3,26.0,75.9,126.6,false,0
nodo_chancay_01,735000000,373.9,17.4,25.6,72.3,121.4,false,0
nodo_chancay_01,735060000,340.5,17.3,25.4,78.1,119.3,false,0
nodo_chancay_01,735120000,395.5,17.6,25.9,70.6,120.2,false,0
nodo_chancay_01,735180000,372.8,17.6,25.7,72.9,120.4,false,0
nodo_chancay_01,735240000,334.7,17.2,25.6,73.8,119.8,false,0
nodo_chancay_01,735300000,349.4,17.2,25.4,72.0,112.6,false,0
nodo_chancay_01,735360000,372.2,17.2,25.7,78.1,122.5,false,0
nodo_chancay_01,735420000,377.6,17.6,25.7,71.1,125.3,false,0
nodo_chancay_01,735480000,340.9,17.3,24.8,72.1,120.9,false,0
nodo_chancay_01,735540000,370.7,17.4,25.5,73.0,121.4,false,0
nodo_chancay_01,735600000,330.8,17.2,26.0,77.5,117.5,false,0
nodo_chancay_01,735660000,358.7,17.3,25.4,79.4,118.9,false,0
nodo_chancay_01,735720000,376.7,17.4,26.1,76.6,121.1,false,0
nodo_chancay_01,735780000,351.7,17.6,25.6,71.1,120.5,false,0
nodo_chancay_01,735840000,337.4,17.5,26.0,73.1,119.5,false,0
nodo_chancay_01,735900000,362.2,17.5,25.7,79.7,123.2,false,0
nodo_chancay_01,735960000,350.9,17.3,25.8,75.1,120.5,false,0
nodo_chancay_01,736020000,369.4,17.4,25.3,70.7,121.7,false,0
nodo_chancay_01,736080000,346.7,17.3,25.2,81.6,118.4,false,0
nodo_chancay_01,736140000,348.4,17.7,25.2,73.3,122.6,false,0
nodo_chancay_01,736200000,329.7,17.2,25.3,74.8,116.9,false,0
nodo_chancay_01,736260000,362.5,17.5,25.5,72.9,120.0,false,0
nodo_chancay_01,736320000,357.6,17.4,25.5,72.1,121.1,false,0
nodo_chancay_01,736380000,342.2,17.3,25.6,78.9,118.7,false,0
nodo_chancay_01,736440000,362.9,17.8,26.3,75.6,120.1,false,0
nodo_chancay_01,736500000,375.4,17.0,25.9,75.9,122.0,false,0
nodo_chancay_01,736560000,356.8,17.4,25.3,71.2,122.1,false,0
nodo_chancay_01,736620000,364.0,17.6,25.5,74.1,119.9,false,0
nodo_chancay_01,736680000,364.1,17.7,25.4,73.1,118.8,false,0
nodo_chancay_01,736740000,341.9,17.7,25.7,72.5,121.3,false,0
nodo_chancay_01,736800000,390.8,17.4,25.4,76.4,126.3,false,0
nodo_chancay_01,736860000,352.9,18.0,24.9,74.0,121.7,false,0
nodo_chancay_01,736920000,369.8,17.7,26.1,77.1,125.1,false,0
nodo_chancay_01,736980000,371.5,17.3,25.6,77.2,120.7,false,0
nodo_chancay_01,737040000,357.9,17.8,25.1,73.7,121.0,false,0
nodo_chancay_01,737100000,369.1,17.6,25.5,76.4,113.3,false,0
nodo_chancay_01,737160000,363.7,17.2,25.0,73.6,119.5,false,0
nodo_chancay_01,737220000,338.7,17.6,25.3,72.6,123.0,false,0
nodo_chancay_01,737280000,355.0,17.5,25.2,71.8,120.8,false,0
nodo_chancay_01,737340000,350.8,17.5,25.7,75.3,119.8,false,0
nodo_chancay_01,737400000,353.1,17.2,26.7,72.8,120.2,false,0
nodo_chancay_01,737460000,340.4,17.4,24.9,79.1,125.3,false,0
nodo_chancay_01,737520000,376.9,17.6,25.1,79.9,118.1,false,0
nodo_chancay_01,737580000,384.0,17.6,25.4,76.4,123.1,false,0
nodo_chancay_01,737640000,374.7,17.2,26.2,75.7,124.9,false,0
nodo_chancay_01,737700000,379.1,17.6,26.3,75.1,122.1,false,0
nodo_chancay_01,737760000,354.8,17.9,26.0,82.1,117.4,false,0
nodo_chancay_01,737820000,350.5,17.7,25.1,80.9,121.9,false,0
nodo_chancay_01,737880000,348.3,17.4,25.8,74.4,121.6,false,0
nodo_chancay_01,737940000,369.7,17.8,25.4,74.4,124.6,false,0
nodo_chancay_01,738000000,363.4,17.2,25.3,76.0,119.5,false,0
nodo_chancay_01,738060000,358.8,17.4,25.8,71.5,113.6,false,0
nodo_chancay_01,738120000,379.4,17.5,25.7,69.6,117.1,false,0
nodo_chancay_01,738180000,366.1,17.8,25.7,71.0,119.4,false,0
nodo_chancay_01,738240000,347.4,17.6,26.0,74.1,120.0,false,0
nodo_chancay_01,738300000,349.8,17.3,26.1,72.2,122.4,false,0
nodo_chancay_01,738360000,370.2,17.4,26.1,79.4,119.7,false,0
nodo_chancay_01,738420000,375.6,17.7,25.7,70.6,118.4,false,0
nodo_chancay_01,738480000,368.3,17.8,25.4,71.0,117.6,false,0
nodo_chancay_01,738540000,388.5,18.0,25.4,69.5,119.5,false,0
nodo_chancay_01,738600000,384.5,17.9,25.9,73.1,120.5,false,0
nodo_chancay_01,738660000,366.6,17.7,25.8,73.8,120.8,false,0
nodo_chancay_01,738720000,347.4,17.8,25.8,74.8,122.0,false,0
nodo_chancay_01,738780000,340.4,17.7,25.3,74.9,120.9,false,0
nodo_chancay_01,738840000,354.2,17.6,26.1,73.1,115.5,false,0
nodo_chancay_01,738900000,371.3,17.6,25.7,71.8,116.0,false,0
nodo_chancay_01,738960000,387.4,17.6,26.2,76.3,118.8,false,0
nodo_chancay_01,739020000,366.3,17.5,25.9,72.3,118.9,false,0
nodo_chancay_01,739080000,377.5,17.9,26.1,77.3,124.3,false,0
nodo_chancay_01,739140000,356.3,17.7,25.1,70.6,117.4,false,0
nodo_chancay_01,739200000,369.3,17.5,26.4,72.8,121.6,false,0
nodo_chancay_01,739260000,372.4,17.5,26.1,81.1,124.8,false,0
nodo_chancay_01,739320000,330.3,17.8,25.5,81.5,122.1,false,0
nodo_chancay_01,739380000,353.8,17.7,26.0,70.9,122.9,false,0
nodo_chancay_01,739440000,374.2,17.6,25.5,78.6,124.4,false,0
nodo_chancay_01,739500000,364.1,17.7,26.1,79.8,121.3,false,0
nodo_chancay_01,739560000,342.1,17.7,25.8,78.2,122.5,false,0
