node_id,timestamp_ms,tds_ppm,ph,turbidez_ntu,temp_agua_c,temp_ambiente_c,nivel_m,alerta,estado_mapek
nodo_chancay_01,507540000,245.9,7.3,13.6,17.0,19.7,1.22,false,0
nodo_chancay_01,507600000,222.5,7.33,20.9,16.7,19.6,1.16,false,0
nodo_chancay_01,507660000,208.4,7.34,13.8,16.8,19.9,1.2,false,0
nodo_chancay_01,507720000,234.6,7.42,19.5,17.0,19.7,1.18,false,0
nodo_chancay_01,507780000,219.0,7.45,19.3,16.7,19.4,1.22,false,0
nodo_chancay_01,507840000,239.9,7.34,18.2,16.8,20.3,1.19,false,0
nodo_chancay_01,507900000,226.2,7.29,16.1,17.1,20.2,1.2,false,0
nodo_chancay_01,507960000,236.0,7.4,23.8,16.9,19.0,1.22,false,0
nodo_chancay_01,508020000,244.0,7.44,16.1,16.8,20.0,1.22,false,0
nodo_chancay_01,508080000,217.9,7.55,18.7,16.8,19.6,1.16,false,0
nodo_chancay_01,508140000,224.3,7.5,7.7,16.8,20.0,1.2,false,0
nodo_chancay_01,508200000,229.2,7.26,18.7,16.9,19.2,1.2,false,0
nodo_chancay_01,508260000,245.4,7.38,20.1,16.8,19.7,1.17,false,0
nodo_chancay_01,508320000,223.4,7.44,13.0,16.7,19.3,1.21,false,0
nodo_chancay_01,508380000,224.1,7.3,21.3,16.5,19.6,1.22,false,0
nodo_chancay_01,508440000,234.8,7.35,10.1,16.8,19.5,1.16,false,0
nodo_chancay_01,508500000,224.2,7.46,10.2,16.7,19.2,1.18,false,0
nodo_chancay_01,508560000,231.5,7.41,17.0,16.7,19.4,1.21,false,0
nodo_chancay_01,508620000,214.5,7.39,16.7,16.4,19.6,1.21,false,0
nodo_chancay_01,508680000,252.1,7.32,12.3,16.8,19.9,1.19,false,0
nodo_chancay_01,508740000,216.5,7.25,8.9,17.0,19.3,1.23,false,0
nodo_chancay_01,508800000,226.8,7.36,20.9,16.7,18.7,1.2,false,0
nodo_chancay_01,508860000,229.7,7.38,7.1,16.8,18.9,1.2,false,0
nodo_chancay_01,508920000,249.1,7.24,17.2,17.1,19.3,1.22,false,0
nodo_chancay_01,508980000,216.8,7.39,10.8,16.8,19.5,1.26,false,0
nodo_chancay_01,509040000,249.8,7.43,16.3,17.1,18.8,1.21,false,0
nodo_chancay_01,509100000,237.6,7.32,14.4,16.6,18.5,1.2,false,0
nodo_chancay_01,509160000,234.2,7.43,23.2,16.8,18.8,1.18,false,0
nodo_chancay_01,509220000,220.2,7.42,22.0,16.5,19.7,1.19,false,0
nodo_chancay_01,509280000,235.7,7.36,14.1,16.8,18.5,1.15,false,0
nodo_chancay_01,509340000,222.8,7.35,20.8,16.7,18.8,1.2,false,0
nodo_chancay_01,509400000,242.7,7.36,5.7,17.0,19.2,1.18,false,0
nodo_chancay_01,509460000,220.3,7.3,14.3,16.8,19.6,1.19,false,0
nodo_chancay_01,509520000,228.9,7.42,13.6,16.7,18.3,1.22,false,0
nodo_chancay_01,509580000,224.4,7.31,4.8,16.9,18.4,1.21,false,0
nodo_chancay_01,509640000,220.1,7.31,12.8,16.5,19.1,1.24,false,0
nodo_chancay_01,509700000,237.4,7.44,20.8,16.8,19.3,1.24,false,0
nodo_chancay_01,509760000,235.4,7.37,15.9,16.2,19.0,1.19,false,0
nodo_chancay_01,509820000,242.1,7.4,17.7,16.5,19.0,1.22,false,0
nodo_chancay_01,509880000,212.2,7.22,9.5,16.5,19.4,1.21,false,0
nodo_chancay_01,509940000,240.6,7.34,10.5,16.6,18.7,1.22,false,0
nodo_chancay_01,510000000,255.1,7.56,14.4,16.4,19.1,1.21,false,0
nodo_chancay_01,510060000,225.5,7.21,16.7,16.3,18.8,1.19,false,0
nodo_chancay_01,510120000,249.0,7.56,18.0,16.5,18.6,1.21,false,0
nodo_chancay_01,510180000,227.4,7.42,15.2,16.6,18.4,1.18,false,0
nodo_chancay_01,510240000,216.3,7.34,12.2,16.5,18.6,1.25,false,0
nodo_chancay_01,510300000,226.9,7.37,12.4,16.9,19.5,1.22,false,0
nodo_chancay_01,510360000,240.5,7.51,11.6,16.6,18.5,1.29,false,0
nodo_chancay_01,510420000,221.6,7.16,11.3,16.4,18.9,1.2,false,0
nodo_chancay_01,510480000,224.0,7.53,10.7,16.4,19.1,1.23,false,0
nodo_chancay_01,510540000,235.9,7.42,17.7,16.8,18.7,1.26,false,0
nodo_chancay_01,510600000,230.0,7.49,15.3,16.6,17.9,1.21,false,0
nodo_chancay_01,510660000,235.8,7.22,17.7,16.7,17.7,1.2,false,0
nodo_chancay_01,510720000,232.4,7.37,13.5,16.9,18.9,1.19,false,0
nodo_chancay_01,510780000,234.8,7.16,14.6,16.2,18.8,1.17,false,0
nodo_chancay_01,510840000,225.7,7.51,5.8,16.4,19.2,1.23,false,0
nodo_chancay_01,510900000,232.3,7.29,18.8,16.7,19.5,1.22,false,0
nodo_chancay_01,510960000,220.7,7.29,16.9,16.7,18.3,1.23,false,0
nodo_chancay_01,511020000,242.9,7.2,15.6,16.3,18.5,1.23,false,0
nodo_chancay_01,511080000,223.7,7.43,19.6,16.7,18.2,1.16,false,0
nodo_chancay_01,511140000,241.3,7.4,23.5,16.5,17.8,1.21,false,0
nodo_chancay_01,511200000,227.7,7.32,11.1,16.5,18.7,1.21,false,0
nodo_chancay_01,511260000,232.0,7.42,22.1,16.9,19.2,1.22,false,0
nodo_chancay_01,511320000,225.1,7.31,21.3,16.4,18.4,1.17,false,0
nodo_chancay_01,511380000,219.8,7.21,12.9,16.7,18.9,1.21,false,0
nodo_chancay_01,511440000,212.6,7.35,9.5,16.3,18.1,1.19,false,0
nodo_chancay_01,511500000,219.4,7.55,16.4,16.3,17.9,1.18,false,0
nodo_chancay_01,511560000,226.8,7.49,20.7,16.5,18.6,1.18,false,0
nodo_chancay_01,511620000,232.1,7.44,8.7,16.8,18.4,1.17,false,0
nodo_chancay_01,511680000,240.1,7.41,8.8,16.6,18.4,1.22,false,0
nodo_chancay_01,511740000,225.5,7.35,17.9,16.2,18.2,1.12,false,0
nodo_chancay_01,511800000,221.2,7.46,15.7,16.5,17.9,1.22,false,0
nodo_chancay_01,511860000,215.6,7.45,19.3,16.2,18.5,1.2,false,0
nodo_chancay_01,511920000,234.8,7.38,16.5,16.5,18.0,1.19,false,0
nodo_chancay_01,511980000,243.8,7.41,16.8,16.6,18.3,1.23,false,0
nodo_chancay_01,512040000,242.7,7.23,15.8,16.1,18.4,1.18,false,0
nodo_chancay_01,512100000,237.1,7.34,15.2,16.5,17.7,1.18,false,0
nodo_chancay_01,512160000,236.4,7.27,18.3,16.6,18.5,1.17,false,0
nodo_chancay_01,512220000,247.0,7.27,8.2,16.2,18.3,1.16,false,0
nodo_chancay_01,512280000,233.3,7.44,14.8,16.5,18.9,1.2,false,0
nodo_chancay_01,512340000,236.5,7.26,12.8,16.4,18.7,1.26,false,0
nodo_chancay_01,512400000,226.8,7.47,12.5,16.4,18.7,1.18,false,0
nodo_chancay_01,512460000,216.4,7.49,18.1,16.4,17.2,1.21,false,0
nodo_chancay_01,512520000,223.2,7.38,19.1,16.2,17.6,1.16,false,0
nodo_chancay_01,512580000,229.9,7.33,18.9,16.2,18.9,1.2,false,0
nodo_chancay_01,512640000,230.6,7.49,19.1,16.0,18.3,1.21,false,0
nodo_chancay_01,512700000,249.3,7.45,16.4,16.2,17.9,1.22,false,0
nodo_chancay_01,512760000,230.8,7.51,7.9,16.2,19.0,1.16,false,0
nodo_chancay_01,512820000,241.8,7.28,13.8,16.1,17.2,1.23,false,0
nodo_chancay_01,512880000,225.6,7.36,17.2,16.3,17.8,1.16,false,0
nodo_chancay_01,512940000,226.9,7.37,15.7,16.1,17.9,1.27,false,0
nodo_chancay_01,513000000,216.7,7.41,19.5,16.3,17.9,1.2,false,0
nodo_chancay_01,513060000,222.6,7.45,16.5,16.2,18.1,1.26,false,0
nodo_chancay_01,513120000,235.3,7.4,15.5,16.4,18.2,1.25,false,0
nodo_chancay_01,513180000,230.1,7.52,11.0,16.1,18.1,1.18,false,0
nodo_chancay_01,513240000,239.4,7.35,13.3,16.1,18.3,1.16,false,0
nodo_chancay_01,513300000,231.8,7.29,20.1,16.0,16.6,1.2,false,0
nodo_chancay_01,513360000,226.5,7.32,13.5,16.0,17.9,1.17,false,0
nodo_chancay_01,513420000,251.5,7.31,19.0,15.9,18.1,1.24,false,0
nodo_chancay_01,513480000,229.1,7.34,6.2,16.6,17.9,1.25,false,0
nodo_chancay_01,513540000,241.6,7.36,10.9,16.1,17.5,1.2,false,0
nodo_chancay_01,513600000,226.0,7.37,6.9,16.1,18.3,1.21,false,0
nodo_chancay_01,513660000,237.1,7.41,3.6,16.4,18.0,1.2,false,0
nodo_chancay_01,513720000,239.3,7.34,5.9,16.2,17.6,1.14,false,0
nodo_chancay_01,513780000,232.1,7.49,14.2,16.3,17.6,1.25,false,0
nodo_chancay_01,513840000,206.5,7.2,22.3,16.0,17.9,1.17,false,0
nodo_chancay_01,513900000,230.2,7.17,7.0,16.4,17.2,1.18,false,0
nodo_chancay_01,513960000,242.3,7.49,15.1,16.2,18.0,1.24,false,0
nodo_chancay_01,514020000,235.3,7.48,13.9,16.3,17.5,1.15,false,0
nodo_chancay_01,514080000,234.5,7.51,15.2,16.3,17.4,1.2,false,0
nodo_chancay_01,514140000,212.8,7.45,13.9,16.0,16.9,1.18,false,0
nodo_chancay_01,514200000,222.8,7.39,11.6,16.1,17.6,1.21,false,0
nodo_chancay_01,514260000,234.1,7.36,3.8,16.2,17.2,1.19,false,0
nodo_chancay_01,514320000,234.1,7.23,17.8,16.3,17.4,1.24,false,0
nodo_chancay_01,514380000,242.1,7.4,20.1,16.3,17.6,1.23,false,0
nodo_chancay_01,514440000,228.6,7.25,14.8,16.1,17.0,1.24,false,0
nodo_chancay_01,514500000,234.1,7.64,15.3,16.1,16.7,1.23,false,0
nodo_chancay_01,514560000,230.2,7.29,8.2,16.4,17.0,1.23,false,0
nodo_chancay_01,514620000,220.1,7.38,12.5,16.0,16.9,1.16,false,0
nodo_chancay_01,514680000,207.4,7.54,17.6,16.1,17.6,1.27,false,0
nodo_chancay_01,514740000,234.3,7.35,9.9,16.1,17.5,1.18,false,0
nodo_chancay_01,514800000,231.7,7.35,14.4,15.9,17.7,1.24,false,0
nodo_chancay_01,514860000,223.8,7.13,25.7,16.1,18.0,1.19,false,0
nodo_chancay_01,514920000,213.8,7.26,16.1,16.0,17.4,1.23,false,0
nodo_chancay_01,514980000,236.3,7.45,9.4,15.9,17.6,1.19,false,0
nodo_chancay_01,515040000,227.3,7.56,28.9,16.1,17.6,1.21,false,0
nodo_chancay_01,515100000,235.6,7.3,16.9,16.3,17.2,1.19,false,0
nodo_chancay_01,515160000,248.6,7.41,10.9,16.2,18.0,1.13,false,0
nodo_chancay_01,515220000,208.6,7.66,14.5,16.2,17.3,1.19,false,0
nodo_chancay_01,515280000,223.0,7.45,6.5,15.7,16.8,1.25,false,0
nodo_chancay_01,515340000,227.9,7.49,10.9,15.9,17.6,1.18,false,0
nodo_chancay_01,515400000,244.5,7.31,19.4,16.0,17.2,1.22,false,0
nodo_chancay_01,515460000,213.6,7.55,8.8,16.1,17.7,1.16,false,0
nodo_chancay_01,515520000,249.4,7.32,7.9,16.2,17.4,1.19,false,0
nodo_chancay_01,515580000,231.4,7.3,19.7,16.2,16.8,1.2,false,0
nodo_chancay_01,515640000,229.0,7.54,26.0,16.3,16.9,1.19,false,0
nodo_chancay_01,515700000,228.0,7.33,17.8,15.8,17.3,1.18,false,0
nodo_chancay_01,515760000,225.6,7.39,23.8,16.0,16.6,1.17,false,0
nodo_chancay_01,515820000,240.5,7.55,9.3,16.0,17.1,1.23,false,0
nodo_chancay_01,515880000,219.3,7.3,17.3,16.0,17.2,1.2,false,0
nodo_chancay_01,515940000,233.5,7.37,20.6,16.0,17.5,1.14,false,0
nodo_chancay_01,516000000,226.2,7.33,12.5,16.0,17.3,1.14,false,0
nodo_chancay_01,516060000,222.4,7.36,10.2,15.6,16.7,1.23,false,0
nodo_chancay_01,516120000,255.9,7.39,14.5,16.0,17.2,1.2,false,0
nodo_chancay_01,516180000,234.2,7.52,16.8,16.2,17.3,1.18,false,0
nodo_chancay_01,516240000,236.1,7.55,13.9,15.9,16.9,1.24,false,0
nodo_chancay_01,516300000,241.4,7.41,16.0,16.1,17.1,1.19,false,0
nodo_chancay_01,516360000,215.8,7.32,8.7,15.8,17.0,1.2,false,0
nodo_chancay_01,516420000,247.5,7.46,16.5,15.8,16.6,1.23,false,0
nodo_chancay_01,516480000,204.9,7.39,18.8,15.9,17.1,1.23,false,0
nodo_chancay_01,516540000,222.3,7.39,16.4,16.2,17.3,1.22,false,0
nodo_chancay_01,516600000,225.4,7.29,11.1,16.2,17.0,1.19,false,0
nodo_chancay_01,516660000,235.8,7.23,6.9,15.8,17.1,1.15,false,0
nodo_chancay_01,516720000,232.2,7.39,15.5,15.7,17.5,1.21,false,0
nodo_chancay_01,516780000,228.3,7.28,12.1,15.9,16.7,1.22,false,0
nodo_chancay_01,516840000,229.9,7.34,23.1,15.7,16.7,1.15,false,0
nodo_chancay_01,516900000,220.2,7.54,22.1,15.9,17.1,1.19,false,0
nodo_chancay_01,516960000,215.0,7.38,5.7,15.7,16.8,1.2,false,0
nodo_chancay_01,517020000,237.3,7.5,13.7,16.3,16.8,1.2,false,0
nodo_chancay_01,517080000,236.9,7.42,11.2,15.7,17.0,1.19,false,0
nodo_chancay_01,517140000,245.8,7.45,9.1,15.7,16.9,1.15,false,0
nodo_chancay_01,517200000,222.1,7.33,14.2,15.7,17.5,1.17,false,0
nodo_chancay_01,517260000,236.9,7.51,11.0,16.0,17.0,1.23,false,0
nodo_chancay_01,517320000,227.2,7.42,10.4,15.8,17.1,1.17,false,0
nodo_chancay_01,517380000,241.9,7.36,9.9,16.0,16.4,1.18,false,0
nodo_chancay_01,517440000,240.2,7.42,21.6,15.9,16.5,1.14,false,0
nodo_chancay_01,517500000,232.1,7.32,14.0,15.7,17.3,1.22,false,0
nodo_chancay_01,517560000,226.6,7.36,14.7,16.0,16.7,1.2,false,0
nodo_chancay_01,517620000,239.6,7.38,21.3,15.9,16.7,1.17,false,0
nodo_chancay_01,517680000,236.5,7.34,13.4,15.9,17.0,1.19,false,0
nodo_chancay_01,517740000,223.2,7.55,16.6,15.7,17.0,1.26,false,0
nodo_chancay_01,517800000,216.7,7.35,11.4,15.7,16.9,1.21,false,0
nodo_chancay_01,517860000,227.1,7.6,12.5,15.6,16.7,1.25,false,0
nodo_chancay_01,517920000,245.2,7.4,15.6,15.9,16.7,1.16,false,0
nodo_chancay_01,517980000,241.5,7.37,16.0,15.8,17.2,1.2,false,0
nodo_chancay_01,518040000,218.9,7.34,18.7,16.0,16.5,1.17,false,0
nodo_chancay_01,518100000,218.3,7.43,20.4,15.8,16.7,1.19,false,0
nodo_chancay_01,518160000,242.7,7.48,14.7,15.9,17.5,1.19,false,0
nodo_chancay_01,518220000,218.6,7.14,20.4,15.9,16.0,1.24,false,0
nodo_chancay_01,518280000,235.1,7.39,10.9,15.8,16.2,1.23,false,0
nodo_chancay_01,518340000,223.8,7.19,18.5,15.6,16.8,1.21,false,0
nodo_chancay_01,518400000,246.2,7.49,11.3,15.5,17.1,1.15,false,0
nodo_chancay_01,518460000,222.3,7.49,11.5,15.8,17.8,1.21,false,0
nodo_chancay_01,518520000,241.4,7.39,20.2,15.9,15.7,1.15,false,0
nodo_chancay_01,518580000,231.8,7.41,3.8,15.6,16.8,1.22,false,0
nodo_chancay_01,518640000,232.5,7.25,18.3,16.3,16.7,1.21,false,0
nodo_chancay_01,518700000,210.3,7.34,16.0,15.6,16.3,1.21,false,0
nodo_chancay_01,518760000,208.0,7.33,15.8,15.9,17.3,1.22,false,0
nodo_chancay_01,518820000,227.8,7.35,23.1,15.6,16.9,1.25,false,0
nodo_chancay_01,518880000,232.5,7.48,9.6,15.7,16.5,1.21,false,0
nodo_chancay_01,518940000,218.7,7.52,9.1,15.8,16.3,1.21,false,0
nodo_chancay_01,519000000,219.1,7.45,20.5,15.5,16.7,1.21,false,0
nodo_chancay_01,519060000,235.6,7.36,13.9,15.7,16.6,1.17,false,0
nodo_chancay_01,519120000,235.6,7.32,21.1,15.4,16.4,1.22,false,0
nodo_chancay_01,519180000,228.6,7.4,18.3,15.8,16.7,1.18,false,0
nodo_chancay_01,519240000,237.8,7.42,16.7,15.7,16.1,1.25,false,0
nodo_chancay_01,519300000,218.3,7.37,14.0,15.1,16.3,1.18,false,0
nodo_chancay_01,519360000,226.4,7.32,13.7,15.4,15.9,1.18,false,0
nodo_chancay_01,519420000,246.5,7.45,24.9,16.1,16.5,1.21,false,0
nodo_chancay_01,519480000,230.7,7.46,11.9,15.3,16.7,1.17,false,0
nodo_chancay_01,519540000,231.3,7.26,20.2,15.5,15.9,1.19,false,0
nodo_chancay_01,519600000,253.1,7.35,10.4,15.8,16.5,1.22,false,0
nodo_chancay_01,519660000,216.0,7.47,10.5,15.4,15.9,1.23,false,0
nodo_chancay_01,519720000,238.0,7.49,15.9,15.5,16.5,1.21,false,0
nodo_chancay_01,519780000,246.6,7.4,14.2,15.8,16.3,1.18,false,0
nodo_chancay_01,519840000,226.8,7.43,19.8,15.5,16.3,1.23,false,0
nodo_chancay_01,519900000,238.6,7.42,13.6,15.8,16.5,1.15,false,0
nodo_chancay_01,519960000,220.2,7.49,12.4,15.6,16.5,1.17,false,0
nodo_chancay_01,520020000,223.1,7.28,8.6,15.6,15.9,1.21,false,0
nodo_chancay_01,520080000,233.8,7.42,26.7,15.8,16.3,1.18,false,0
nodo_chancay_01,520140000,238.0,7.3,7.6,15.7,16.6,1.2,false,0
nodo_chancay_01,520200000,241.2,7.5,30.6,15.8,16.8,1.22,false,0
nodo_chancay_01,520260000,245.7,7.28,18.4,15.3,16.3,1.19,false,0
nodo_chancay_01,520320000,229.3,7.43,17.3,15.8,16.3,1.19,false,0
nodo_chancay_01,520380000,241.9,7.3,7.5,15.6,16.4,1.17,false,0
nodo_chancay_01,520440000,226.6,7.47,17.7,15.5,16.2,1.21,false,0
nodo_chancay_01,520500000,239.0,7.43,7.2,15.5,16.1,1.22,false,0
nodo_chancay_01,520560000,232.1,7.41,14.2,15.7,17.0,1.24,false,0
nodo_chancay_01,520620000,234.5,7.59,20.5,15.7,16.4,1.16,false,0
nodo_chancay_01,520680000,234.2,7.32,7.8,15.3,17.4,1.17,false,0
nodo_chancay_01,520740000,214.0,7.48,18.3,15.6,16.4,1.16,false,0
nodo_chancay_01,520800000,218.8,7.51,13.2,15.4,16.4,1.16,false,0
nodo_chancay_01,520860000,231.0,7.48,17.8,15.4,16.4,1.23,false,0
nodo_chancay_01,520920000,213.1,7.32,8.3,15.5,16.7,1.16,false,0
nodo_chancay_01,520980000,238.3,7.37,21.6,15.9,16.1,1.17,false,0
nodo_chancay_01,521040000,238.7,7.33,18.5,15.7,16.7,1.2,false,0
nodo_chancay_01,521100000,233.3,7.36,10.8,15.3,17.1,1.18,false,0
nodo_chancay_01,521160000,218.8,7.31,11.1,15.8,16.1,1.23,false,0
nodo_chancay_01,521220000,243.8,7.35,21.4,15.7,16.0,1.21,false,0
nodo_chancay_01,521280000,250.4,7.54,12.9,15.0,15.7,1.19,false,0
nodo_chancay_01,521340000,231.5,7.36,10.8,15.7,15.8,1.23,false,0
nodo_chancay_01,521400000,235.1,7.4,17.6,15.1,15.8,1.22,false,0
nodo_chancay_01,521460000,232.0,7.32,18.2,15.5,15.7,1.24,false,0
nodo_chancay_01,521520000,235.3,7.39,12.2,15.3,15.4,1.15,false,0
nodo_chancay_01,521580000,228.8,7.47,22.2,15.4,16.2,1.2,false,0
nodo_chancay_01,521640000,229.7,7.44,15.0,15.4,17.2,1.19,false,0
nodo_chancay_01,521700000,239.1,7.53,19.6,15.5,16.8,1.2,false,0
nodo_chancay_01,521760000,253.5,7.27,19.5,15.6,16.0,1.21,false,0
nodo_chancay_01,521820000,216.0,7.31,8.4,15.5,16.4,1.21,false,0
nodo_chancay_01,521880000,229.0,7.35,20.8,15.4,15.9,1.21,false,0
nodo_chancay_01,521940000,218.2,7.54,20.1,15.3,16.4,1.19,false,0
nodo_chancay_01,522000000,245.9,7.42,16.7,15.4,15.6,1.19,false,0
nodo_chancay_01,522060000,224.1,7.25,2.9,15.3,16.3,1.2,false,0
nodo_chancay_01,522120000,215.6,7.5,16.2,15.4,16.5,1.17,false,0
nodo_chancay_01,522180000,236.4,7.4,10.5,15.3,16.0,1.21,false,0
nodo_chancay_01,522240000,247.4,7.48,8.2,15.5,16.4,1.24,false,0
nodo_chancay_01,522300000,236.6,7.55,14.2,15.8,15.9,1.24,false,0
nodo_chancay_01,522360000,232.0,7.29,4.1,15.6,15.9,1.18,false,0
nodo_chancay_01,522420000,234.1,7.55,14.5,15.5,15.8,1.18,false,0
nodo_chancay_01,522480000,244.1,7.38,20.5,14.8,16.2,1.21,false,0
nodo_chancay_01,522540000,221.3,7.35,17.7,15.4,16.2,1.24,false,0
nodo_chancay_01,522600000,228.9,7.41,20.9,15.1,16.0,1.18,false,0
nodo_chancay_01,522660000,225.5,7.27,13.4,15.5,16.0,1.2,false,0
nodo_chancay_01,522720000,218.3,7.39,17.3,15.3,15.8,1.17,false,0
nodo_chancay_01,522780000,226.7,7.37,9.6,15.4,16.7,1.28,false,0
nodo_chancay_01,522840000,241.1,7.3,5.3,15.4,16.0,1.21,false,0
nodo_chancay_01,522900000,235.7,7.33,9.4,15.2,16.2,1.26,false,0
nodo_chancay_01,522960000,236.4,7.5,11.3,15.3,15.2,1.19,false,0
nodo_chancay_01,523020000,231.5,7.37,11.1,15.3,16.5,1.23,false,0
nodo_chancay_01,523080000,235.2,7.29,21.1,15.2,15.9,1.18,false,0
nodo_chancay_01,523140000,222.0,7.43,14.2,15.8,16.4,1.22,false,0
nodo_chancay_01,523200000,226.9,7.47,25.7,15.3,16.4,1.19,false,0
nodo_chancay_01,523260000,231.9,7.39,22.6,15.0,16.2,1.18,false,0
nodo_chancay_01,523320000,232.8,7.27,10.0,15.3,16.1,1.21,false,0
nodo_chancay_01,523380000,233.2,7.14,20.1,15.3,16.6,1.2,false,0
nodo_chancay_01,523440000,228.6,7.3,20.2,15.4,15.6,1.16,false,0
nodo_chancay_01,523500000,226.2,7.5,13.2,15.5,16.8,1.19,false,0
nodo_chancay_01,523560000,261.6,7.49,15.1,15.4,16.1,1.15,false,0
nodo_chancay_01,523620000,239.1,7.31,11.7,15.2,16.6,1.18,false,0
nodo_chancay_01,523680000,234.1,7.37,26.9,15.3,16.1,1.18,false,0
nodo_chancay_01,523740000,227.7,7.46,23.1,15.1,16.2,1.2,false,0
nodo_chancay_01,523800000,225.5,7.38,13.5,15.0,15.7,1.19,false,0
nodo_chancay_01,523860000,228.7,7.48,22.8,14.9,15.8,1.22,false,0
nodo_chancay_01,523920000,232.9,7.38,12.8,15.7,16.1,1.23,false,0
nodo_chancay_01,523980000,211.2,7.44,19.8,15.3,17.1,1.21,false,0
nodo_chancay_01,524040000,214.3,7.36,16.3,15.3,15.7,1.23,false,0
nodo_chancay_01,524100000,223.6,7.31,14.6,15.3,16.1,1.17,false,0
nodo_chancay_01,524160000,232.1,7.51,9.9,15.2,16.6,1.25,false,0
nodo_chancay_01,524220000,227.6,7.24,12.1,15.7,16.1,1.16,false,0
nodo_chancay_01,524280000,244.8,7.33,18.0,15.2,15.7,1.16,false,0
nodo_chancay_01,524340000,215.2,7.38,15.3,15.2,16.1,1.22,false,0
nodo_chancay_01,524400000,222.5,7.48,13.3,15.4,15.8,1.25,false,0
nodo_chancay_01,524460000,245.2,7.3,22.3,15.5,16.1,1.2,false,0
nodo_chancay_01,524520000,231.3,7.4,15.6,15.2,15.9,1.25,false,0
nodo_chancay_01,524580000,238.8,7.25,15.0,15.2,16.6,1.19,false,0
nodo_chancay_01,524640000,250.5,7.43,12.3,15.2,16.3,1.19,false,0
nodo_chancay_01,524700000,223.1,7.57,16.5,14.9,16.3,1.21,false,0
nodo_chancay_01,524760000,229.0,7.19,18.0,15.1,15.8,1.21,false,0
nodo_chancay_01,524820000,227.3,7.32,15.7,15.1,15.5,1.27,false,0
nodo_chancay_01,524880000,210.5,7.47,17.9,15.3,15.1,1.19,false,0
nodo_chancay_01,524940000,226.9,7.68,11.7,15.2,15.6,1.17,false,0
nodo_chancay_01,525000000,238.8,7.45,9.6,14.9,16.2,1.2,false,0
nodo_chancay_01,525060000,235.4,7.32,13.7,15.2,15.9,1.21,false,0
nodo_chancay_01,525120000,236.2,7.38,17.1,15.2,15.8,1.23,false,0
nodo_chancay_01,525180000,226.2,7.27,20.2,15.4,16.0,1.19,false,0
nodo_chancay_01,525240000,223.4,7.47,26.2,15.1,15.8,1.15,false,0
nodo_chancay_01,525300000,242.7,7.49,18.2,15.5,16.6,1.22,false,0
nodo_chancay_01,525360000,225.0,7.53,4.9,15.4,16.1,1.18,false,0
nodo_chancay_01,525420000,232.9,7.36,20.9,15.3,15.8,1.23,false,0
nodo_chancay_01,525480000,231.6,7.31,17.1,15.0,15.6,1.22,false,0
nodo_chancay_01,525540000,244.6,7.54,11.5,15.1,16.6,1.19,false,0
nodo_chancay_01,525600000,239.7,7.53,19.1,14.9,16.5,1.18,false,0
nodo_chancay_01,525660000,217.0,7.29,17.1,15.2,15.5,1.18,false,0
nodo_chancay_01,525720000,218.1,7.35,12.6,15.1,16.4,1.21,false,0
nodo_chancay_01,525780000,235.8,7.47,15.6,15.1,16.8,1.21,false,0
nodo_chancay_01,525840000,229.4,7.36,10.5,15.1,16.1,1.2,false,0
nodo_chancay_01,525900000,225.4,7.39,14.0,15.1,15.8,1.21,false,0
nodo_chancay_01,525960000,240.2,7.24,8.5,15.1,16.5,1.26,false,0
nodo_chancay_01,526020000,231.9,7.28,17.1,15.3,15.7,1.25,false,0
nodo_chancay_01,526080000,230.5,7.38,16.9,15.1,15.1,1.18,false,0
nodo_chancay_01,526140000,237.8,7.32,20.7,15.1,15.6,1.23,false,0
nodo_chancay_01,526200000,226.2,7.28,20.0,15.1,15.9,1.2,false,0
nodo_chancay_01,526260000,245.7,7.36,11.7,14.9,16.3,1.18,false,0
nodo_chancay_01,526320000,222.1,7.3,16.9,15.1,15.8,1.23,false,0
nodo_chancay_01,526380000,236.6,7.39,17.1,15.3,15.5,1.18,false,0
nodo_chancay_01,526440000,244.3,7.49,11.0,15.5,16.5,1.18,false,0
nodo_chancay_01,526500000,216.2,7.36,19.5,15.6,16.0,1.15,false,0
nodo_chancay_01,526560000,226.6,7.35,13.4,15.1,15.9,1.2,false,0
nodo_chancay_01,526620000,241.4,7.5,11.8,15.2,15.7,1.18,false,0
nodo_chancay_01,526680000,241.6,7.46,14.2,15.2,16.3,1.24,false,0
nodo_chancay_01,526740000,228.3,7.47,6.6,14.9,15.6,1.2,false,0
nodo_chancay_01,526800000,222.7,7.14,6.1,15.2,15.8,1.2,false,0
nodo_chancay_01,526860000,239.6,7.35,17.9,15.3,15.5,1.19,false,0
nodo_chancay_01,526920000,241.8,7.33,11.7,14.8,15.8,1.18,false,0
nodo_chancay_01,526980000,218.4,7.31,8.9,15.5,15.9,1.17,false,0
nodo_chancay_01,527040000,218.0,7.5,6.9,15.1,16.3,1.27,false,0
nodo_chancay_01,527100000,232.3,7.34,8.6,15.2,15.3,1.2,false,0
nodo_chancay_01,527160000,236.3,7.25,11.2,15.2,15.7,1.18,false,0
nodo_chancay_01,527220000,227.0,7.41,5.0,15.3,15.7,1.2,false,0
nodo_chancay_01,527280000,236.8,7.39,18.3,15.5,16.6,1.21,false,0
nodo_chancay_01,527340000,222.9,7.3,17.1,15.4,15.9,1.17,false,0
